f1 f2 f3 r g b a
0.39502476483161797 0.7444179696817841 0.0359725488285882 0.53569 0.45729 0.10743 1.00000
0.00683140057246312 0.0396703767097315 1.0826777497289 0.00286 0.00753 0.99942 1.00000
1.7357410864690102 0.000856576343117052 0.0 0.99993 0.00022 0.00000 1.00000
0.94822045061114 0.0571893368733401 0.214900884031881 0.75437 0.02061 0.37650 1.00000
0.24431895701315304 0.789716331335034 0.173692450523052 0.28277 0.41402 0.44270 1.00000
0.978613832667528 0.0217578214400087 0.119520095764494 0.85449 0.00861 0.22982 1.00000
0.8932711191020579 0.34126763243217 0.0014931344474803901 0.89759 0.15534 0.00330 1.00000
2.4983302206477997 0.0 1.21268549884359e-07 1.00000 0.00000 0.00000 1.00000
0.9488251174016509 0.0555008694005343 0.21466922751964201 0.75498 0.02000 0.37616 1.00000
0.24431895701315304 0.789716331335034 0.173692450523052 0.28277 0.41402 0.44270 1.00000
0.429687724465096 0.834014743998721 0.0 0.57814 0.50832 0.00000 1.00000
0.951963593436081 0.102722334446315 0.158848089691501 0.79667 0.03894 0.29275 1.00000
0.24431895701315304 0.789716331335034 0.173692450523052 0.28277 0.41402 0.44270 1.00000
0.00975451468494533 0.0701020665562004 1.0308849946157301 0.00429 0.01396 0.99816 1.00000
0.7133752929464731 0.301329361362357 0.0404117370964608 0.81834 0.15658 0.10209 1.00000
0.49248805979800203 0.00599370213818191 0.626298449191745 0.30707 0.00169 0.85997 1.00000
0.938069418162833 0.0660289742047181 0.216984176017 0.74824 0.02386 0.38115 1.00000
0.0369990381574885 0.0428575430836572 1.0308849946157301 0.01626 0.00853 0.99750 1.00000
0.43883758659482897 0.00127382248008586 0.653477616968242 0.26954 0.00035 0.88390 1.00000
0.00124560149181965 0.493953111189296 0.6231965852175899 0.00084 0.15169 0.93038 1.00000
0.0339862253466479 1.14456750863457e-12 1.1274337136238402 0.01369 0.00000 0.99977 1.00000
0.9158561010314108 0.0005296282169403781 0.315739422168822 0.67383 0.00018 0.51157 1.00000
0.9362372973065358 0.503680240907899 0.0 0.86702 0.21129 0.00000 1.00000
0.26820414192994096 9.913001231152221e-12 0.942206678515527 0.12634 0.00000 0.97744 1.00000
0.43883758659482897 0.00127382248008586 0.653477616968242 0.26954 0.00035 0.88390 1.00000
0.471353017923171 0.5705702555763461 0.156925884023901 0.50470 0.27675 0.37004 1.00000
0.9199075272386321 0.000531971106435551 0.30981561090946197 0.67949 0.00018 0.50396 1.00000
0.9674054262847571 0.10438859682156099 0.11736521184918199 0.83898 0.04101 0.22415 1.00000
0.00624346107001659 0.040258316212178 1.0826777497289 0.00262 0.00764 0.99943 1.00000
1.0413251894981501 0.0591534548794582 3.27796367021952e-07 0.98510 0.02535 0.00000 1.00000
0.5653932060546829 2.0897304222726e-11 0.654605183005448 0.33568 0.00000 0.85589 1.00000
0.429687724465096 0.834014743998721 0.0 0.57814 0.50832 0.00000 1.00000
1.08723591539335 2.8512091650065103e-06 0.00813290927410378 0.99070 0.00000 0.01632 1.00000
2.4983302206477997 0.0 1.21268549884359e-07 1.00000 0.00000 0.00000 1.00000
0.848516952715352 0.0024630068210194198 0.318951621394667 0.64501 0.00085 0.53394 1.00000
0.7407002801811141 0.312871422089805 0.0015027461042677 0.87857 0.16811 0.00393 1.00000
0.00281911233521425 0.0602919508940423 1.0537030154545401 0.00121 0.01176 0.99895 1.00000
0.429687724465096 0.834014743998721 0.0 0.57814 0.50832 0.00000 1.00000
0.6840401365076471 0.664721838949026 0.0100571815063463 0.74528 0.32806 0.02413 1.00000
0.243205130819147 0.264600442996973 0.632482546845756 0.15685 0.07730 0.89830 1.00000
0.13575463186414 1.01440907626225 0.00497198506448364 0.23445 0.79357 0.01891 1.00000
0.8672128010800091 0.00675337955536196 0.30135807653075103 0.66478 0.00235 0.50874 1.00000
0.0779682472161789 1.04503291555797 0.000246178470532279 0.14515 0.88126 0.00101 1.00000
0.20025663017536105 0.9060520081278659 8.66479594778547e-09 0.34638 0.70990 0.00000 1.00000
0.307115382072844 0.129725381380022 0.620627548974307 0.20055 0.03837 0.89249 1.00000
1.55860265504911e-17 2.1124842701310502 0.000694451826804679 0.00000 0.99901 0.00160 1.00000
0.49860764758374604 0.603561836026156 0.0966796739135166 0.57283 0.31410 0.24460 1.00000
1.02001051539417 0.004932814159865079 0.0189903953603258 0.97492 0.00214 0.03997 1.00000
0.362029350640288 0.288795462995826 0.5860144530084929 0.23780 0.08593 0.84769 1.00000
1.0629069513540301 0.000122086150060586 0.00123087755925025 0.99850 0.00005 0.00255 1.00000
1.0434432019989 0.44902183568372794 0.0 0.89734 0.17492 0.00000 1.00000
0.0008134517111416821 0.451404260991965 0.736951760475662 0.00048 0.12054 0.95675 1.00000
1.06266652839495 0.00714399933494513 0.0166577877094521 0.97873 0.00298 0.03379 1.00000
0.8672128010800091 0.00675337955536196 0.30135807653075103 0.66478 0.00235 0.50874 1.00000
0.0019302578210532602 0.606957200571849 0.5202772904246479 0.00149 0.21199 0.88344 1.00000
3.8810312987672797e-16 3.2778881414951497 2.44536545070913e-07 0.00000 1.00000 0.00000 1.00000
0.0744496730860358 0.997872360933275 0.0526719015098006 0.12294 0.74643 0.19154 1.00000
0.7068049203019159 0.43353939132788705 1.48975182316216e-06 0.83326 0.23152 0.00000 1.00000
0.380307006802873 0.764078874288616 9.01845999296745e-05 0.56387 0.51318 0.00029 1.00000
0.562173509616222 0.00023029473770185297 0.506398574352194 0.39334 0.00007 0.78028 1.00000
0.0019302578210532602 0.606957200571849 0.5202772904246479 0.00149 0.21199 0.88344 1.00000
0.950885092425582 0.138002367684092 0.0307456639047335 0.92226 0.06063 0.06567 1.00000
0.499261493135919 0.00144921614015015 0.63631757516755 0.30746 0.00040 0.86296 1.00000
0.7980134497615451 0.12024385219996801 0.316384269931222 0.61309 0.04185 0.53529 1.00000
0.17922409990527696 0.000535557652856442 0.96664394055068 0.08309 0.00011 0.98692 1.00000
0.518727535937707 0.70137513985786 0.0166025634564156 0.65118 0.39884 0.04590 1.00000
0.06936105731466 0.929668044874063 0.0748330102791704 0.11325 0.68758 0.26907 1.00000
0.0133847449477625 0.0331170323344321 1.0826777497289 0.00561 0.00629 0.99933 1.00000
0.8386300323027609 0.0320580398315429 0.29395870877818203 0.65606 0.01136 0.50643 1.00000
0.41249498271126295 0.19133048743650197 0.543695392657664 0.28400 0.05967 0.82435 1.00000
0.0248423605998343 0.7514689285687579 0.262095544291234 0.02901 0.39748 0.67398 1.00000
0.471353017923171 0.5705702555763461 0.156925884023901 0.50470 0.27675 0.37004 1.00000
0.562916302337332 0.000212736519085846 0.507051588637109 0.39344 0.00007 0.78045 1.00000
0.8778020175898191 3.24441390742905e-11 0.351456746142543 0.63479 0.00000 0.55971 1.00000
0.06936105731466 0.929668044874063 0.0748330102791704 0.11325 0.68758 0.26907 1.00000
0.7407002801811141 0.312871422089805 0.0015027461042677 0.87857 0.16811 0.00393 1.00000
1.06093681388656 0.00717478817851935 0.0 0.99823 0.00306 0.00000 1.00000
0.186262887003071 1.4481999918224697e-09 1.09517292975719 0.07696 0.00000 0.99652 1.00000
2.47883417101998 2.18133450293144e-08 1.22608729956565e-07 1.00000 0.00000 0.00000 1.00000
0.00199090069452274 0.6048655583154 0.518541858299605 0.00154 0.21190 0.88314 1.00000
1.1041398910771798 0.000922014896437931 0.0 0.99979 0.00038 0.00000 1.00000
0.0545660966194099 0.42792600672937603 0.600954085764938 0.03790 0.13464 0.91924 1.00000
0.000977483641155142 4.95523509443332e-06 1.08347276713524 0.00041 0.00000 0.99998 1.00000
0.8304383631310891 0.0663321145371378 0.299294812477171 0.64487 0.02333 0.51182 1.00000
0.0383731448547125 0.529042348467911 0.508888162447365 0.03014 0.18821 0.88012 1.00000
0.114521343189431 0.898115571985141 0.0281321107097628 0.20727 0.73631 0.11213 1.00000
0.7079263973652329 0.00393556293776906 0.365229116932623 0.54976 0.00138 0.62461 1.00000
0.41734573636070504 0.193580447070149 0.538792524004555 0.28849 0.06061 0.82019 1.00000
0.39231994861957603 3.05030033370682e-09 0.7425950412273191 0.22119 0.00000 0.92201 1.00000
0.41249498271126295 0.19133048743650197 0.543695392657664 0.28400 0.05967 0.82435 1.00000
2.5260137088713397 0.0 0.0 1.00000 0.00000 0.00000 1.00000
0.967514363662588 0.0462377777670651 0.0477308715600692 0.92607 0.02005 0.10061 1.00000
0.00137808082107035 0.7647307714792121 0.42227560393422 0.00120 0.30134 0.80894 1.00000
0.6683878684735369 0.0730557118855979 0.388569836573716 0.50876 0.02519 0.65134 1.00000
6.60246070648226e-16 5.5763857563684205 2.43146747332477e-08 0.00000 1.00000 0.00000 1.00000
1.0692363397114 8.313347244536241e-09 0.198068717148435 0.80954 0.00000 0.33025 1.00000
0.6840401365076471 0.664721838949026 0.0100571815063463 0.74528 0.32806 0.02413 1.00000
1.4247704905806802 1.74993378294866e-05 6.77753708560811e-08 1.00000 0.00001 0.00000 1.00000
0.00171925947104272 0.10212952452182401 1.02166860509817 0.00076 0.02051 0.99768 1.00000
0.10089335829359901 0.890664889780504 0.0820685789832521 0.15913 0.63633 0.28505 1.00000
3.8810312987672797e-16 3.2778881414951497 2.44536545070913e-07 0.00000 1.00000 0.00000 1.00000
0.0233368932619011 0.167713566230579 0.919691116364391 0.01141 0.03715 0.99044 1.00000
1.03101250012221 0.000596221733379313 0.18534885854868804 0.81008 0.00021 0.32071 1.00000
0.26820414192994096 9.913001231152221e-12 0.942206678515527 0.12634 0.00000 0.97744 1.00000
0.562173509616222 0.00023029473770185297 0.506398574352194 0.39334 0.00007 0.78028 1.00000
0.22906552451346804 0.8433713289666508 0.0856058736520332 0.31728 0.52917 0.26113 1.00000
0.0637944044600883 1.0464863760051801 0.0 0.12131 0.90145 0.00000 1.00000
0.0132354993091364 1.10196846786449 0.0 0.02596 0.97917 0.00000 1.00000
0.118640700714704 0.930420983683831 0.0202056876809774 0.21352 0.75852 0.08008 1.00000
1.8701459612082698 3.3012194137441e-10 1.23120034575571e-05 1.00000 0.00000 0.00001 1.00000
0.00019314536220197299 0.253419296607671 0.802118216826832 0.00011 0.06374 0.98080 1.00000
1.04323025926196 5.41014949851231e-07 0.0226463334794797 0.97270 0.00000 0.04650 1.00000
0.7079263973652329 0.00393556293776906 0.365229116932623 0.54976 0.00138 0.62461 1.00000
0.8326079166960809 0.0397905615308449 0.288374813716519 0.65695 0.01422 0.50108 1.00000
0.16638191075491401 0.000140054179145167 0.979101901200612 0.07630 0.00003 0.98882 1.00000
0.38967815203209294 0.0641716123073272 0.655911563202943 0.24027 0.01792 0.89063 1.00000
0.6751573498886639 0.538581689885875 0.0179673446402763 0.76713 0.27720 0.04496 1.00000
0.8373223767086341 0.140880298616733 0.0905260217359375 0.82912 0.06319 0.19740 1.00000
1.0692363397114 8.313347244536241e-09 0.198068717148435 0.80954 0.00000 0.33025 1.00000
0.45098064780264796 0.0551502742582916 0.650728607275334 0.27548 0.01526 0.87538 1.00000
0.39048938266842703 0.18112347314785604 0.5658331747778521 0.26401 0.05547 0.84247 1.00000
0.007569991626087659 0.8868370960792858 0.351804844060255 0.00716 0.37982 0.73250 1.00000
0.00135219020385509 0.764756662096428 0.42227560393422 0.00118 0.30135 0.80895 1.00000
0.000328908220685138 0.18251922057448 0.9946747886256491 0.00015 0.03756 0.99499 1.00000
0.7358472781209581 0.317921215439073 0.0015272806743064698 0.87585 0.17141 0.00400 1.00000
0.6030717575772839 0.257925073535744 0.23870797291655 0.56168 0.10882 0.48961 1.00000
0.8548443879227701 0.0172166913008291 0.28826328512361 0.66853 0.00610 0.49646 1.00000
0.14612432027290398 0.32764906232332697 0.6197607945229721 0.09766 0.09919 0.91215 1.00000
1.34762324748618 1.0602649189990601e-08 2.17067494054817e-06 1.00000 0.00000 0.00000 1.00000
0.0268737268387649 0.0716062779032716 0.997891772628899 0.01219 0.01471 0.99652 1.00000
1.55860265504911e-17 2.1124842701310502 0.000694451826804679 0.00000 0.99901 0.00160 1.00000
0.218902271705182 1.94686746523173e-12 1.07584925177639 0.09187 0.00000 0.99430 1.00000
0.41447445122591103 2.8316071334703198e-09 0.791353411178141 0.22150 0.00000 0.93132 1.00000
2.29358905808567e-17 3.10866325785773 1.9034290066365002e-06 0.00000 1.00000 0.00000 1.00000
0.11871641644235302 0.921717666717121 0.0200395138337528 0.21517 0.75676 0.07999 1.00000
0.0751386437493028 0.491857357311604 0.5085119396463689 0.05861 0.17379 0.87351 1.00000
0.00136577221121631 0.429458318415904 0.696638565753642 0.00085 0.12075 0.95228 1.00000
0.001407498210306 0.9932182748222941 0.233882161572949 0.00161 0.51468 0.58921 1.00000
0.6683878684735369 0.0730557118855979 0.388569836573716 0.50876 0.02519 0.65134 1.00000
0.486595284870301 0.559603838942306 0.0971153368227403 0.57477 0.29942 0.25262 1.00000
1.8457527826259 4.1372036765656e-07 3.68746712690302e-08 1.00000 0.00000 0.00000 1.00000
0.5200973299679029 0.219069236839343 0.31653917499823303 0.45997 0.08776 0.61650 1.00000
1.10964401094835 4.10131714130837e-11 0.117957799520387 0.88397 0.00000 0.20694 1.00000
0.0104817452111232 0.17290370742774602 0.8664124890961391 0.00543 0.04059 0.98878 1.00000
0.10811334855958502 0.9845545525240059 0.0253836650479708 0.18670 0.77017 0.09653 1.00000
4.9858181084926096e-05 1.04851825529532 0.0141930545516904 0.00010 0.94920 0.06246 1.00000
0.33631110121291696 0.804028408847104 0.0260937691272232 0.48414 0.52430 0.08272 1.00000
3.5870315057140095e-17 4.86175716930661 4.22933239790373e-08 0.00000 1.00000 0.00000 1.00000
0.287954507729494 0.7882525988095022 0.0813677787979194 0.38879 0.48211 0.24194 1.00000
0.0250456184073874 0.7576173751405441 0.25333603493768597 0.02974 0.40751 0.66247 1.00000
2.4788336927405497 2.39987004969682e-08 5.98702805818254e-07 1.00000 0.00000 0.00000 1.00000
1.04098926896169 0.11378155663259999 0.007412575565537291 0.96326 0.04769 0.01511 1.00000
0.5227625965714939 0.0242978882950995 0.525292173867189 0.36180 0.00762 0.80061 1.00000
0.00016743467353969 0.0005671838567825679 1.09562104320007 0.00007 0.00011 0.99999 1.00000
1.19474556190087 0.0 5.71736928646151e-05 0.99994 0.00000 0.00011 1.00000
1.2132333566299198 4.2840869542527e-07 1.8939521656481098e-06 1.00000 0.00000 0.00000 1.00000
2.5260137088713397 0.0 0.0 1.00000 0.00000 0.00000 1.00000
0.633517013348431 0.23641044371735898 0.24320547260657102 0.57697 0.09753 0.48778 1.00000
0.00038699762889281 0.9198880217916 0.376363042641562 0.00035 0.37573 0.74736 1.00000
0.525391105769167 0.10432073960138401 0.498970104617136 0.37082 0.03335 0.77556 1.00000
0.0185322748919325 0.0848140703305487 1.01672559182492 0.00825 0.01711 0.99713 1.00000
0.6600565029675489 0.27802118189084 0.115953402967678 0.70798 0.13508 0.27389 1.00000
0.556035470550951 0.234206674732822 0.26696061838032 0.51580 0.09841 0.54536 1.00000
2.27659386865692 0.0 4.9446223644461295e-05 1.00000 0.00000 0.00005 1.00000
0.0293823898224095 0.608407857439505 0.4475215358930421 0.02512 0.23564 0.84265 1.00000
0.780043216240875 1.37619546308781e-11 0.44890956987892605 0.53305 0.00000 0.67557 1.00000
1.12698280817089 4.06878463590581e-11 0.0329715373675243 0.96555 0.00000 0.06221 1.00000
0.282704617442343 5.46627589568845e-13 0.964553345486192 0.13033 0.00000 0.97927 1.00000
0.0933492472679726 0.6654141411276949 0.264946096016814 0.10626 0.34312 0.66417 1.00000
0.9320244198826559 0.151941527510594 0.0300597264145161 0.91726 0.06774 0.06515 1.00000
0.0855754494169536 0.9201851205615079 0.0473546014098903 0.14950 0.72820 0.18219 1.00000
1.8457527826259 4.1372036765656e-07 3.68746712690302e-08 1.00000 0.00000 0.00000 1.00000
1.96793168121136 4.2967027644955006e-09 2.57091633329072e-06 1.00000 0.00000 0.00000 1.00000
0.0 0.0 1.1470374542211101 0.00000 0.00000 1.00000 1.00000
0.26131360655506397 0.7050412962136129 0.170837114953755 0.31024 0.37917 0.44666 1.00000
1.2132333566299198 4.2840869542527e-07 1.8939521656481098e-06 1.00000 0.00000 0.00000 1.00000
0.3377058588024361 1.61430849036964e-05 0.8892568754125542 0.16601 0.00000 0.96269 1.00000
0.362029350640288 0.288795462995826 0.5860144530084929 0.23780 0.08593 0.84769 1.00000
0.8548443879227701 0.0172166913008291 0.28826328512361 0.66853 0.00610 0.49646 1.00000
0.366359039948991 0.237466430198773 0.543695392657664 0.25470 0.07478 0.83240 1.00000
0.8127485361741459 0.0 0.363960018951176 0.59921 0.00000 0.59092 1.00000
0.601487171681299 0.194359412389508 0.277974575234764 0.53767 0.07870 0.54720 1.00000
0.45098064780264796 0.0551502742582916 0.650728607275334 0.27548 0.01526 0.87538 1.00000
0.967514363662588 0.0462377777670651 0.0477308715600692 0.92607 0.02005 0.10061 1.00000
9.910371732285402e-18 1.34322268268847 0.36878671882571007 0.00000 0.49671 0.66299 1.00000
0.7794552147305059 0.0192175750828511 0.35192715750509 0.59072 0.00660 0.58736 1.00000
5.18752471340103e-05 1.09093718291321 0.009564727632853291 0.00010 0.96677 0.04121 1.00000
0.34000067585302196 0.6428667599254589 0.12685001866138698 0.42189 0.36135 0.34663 1.00000
0.211571136762235 0.852125911557456 0.0849082300995209 0.29783 0.54337 0.26322 1.00000
0.0085014902723691 0.114795413523014 0.9424098905120141 0.00408 0.02493 0.99484 1.00000
0.000580023714348917 1.3787083624029801 0.0 0.00093 0.99930 0.00000 1.00000
0.0934636980474878 0.838034850449025 0.159884159098488 0.12509 0.50809 0.47126 1.00000
